"","MULakeNumber","waterBody","samplingSite","Date","Time","beginDepth","endDepth_m","parameterType","unit","parameterValue","parameterValueQCCodeDesc","parValueUSA","unitUSA"
"16746","197","Prairie","Prairie 1","2022-05-31","14:00:00","0",0,"TP","ug/L",103,NA,0.103,"mg/L"
"16747","197","Prairie","Prairie 1","2022-05-31","14:00:00","0",0,"TP","ug/L",106,NA,0.106,"mg/L"
"16748","197","Prairie","Prairie 1","2022-05-31","14:00:00","0",0,"SECCHI","m",0.43,NA,1.41076115485,"ft"
"16749","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"CHL_A_COR","ug/L",55,NA,0.055,"mg/L"
"16750","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"CHL_A_COR","ug/L",53.2,NA,0.0532,"mg/L"
"16751","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TN","ug/L",1810,NA,1.81,"mg/L"
"16752","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TN","ug/L",1820,NA,1.82,"mg/L"
"16753","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TN","ug/L",1900,NA,1.9,"mg/L"
"16754","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TP","ug/L",110,NA,0.11,"mg/L"
"16755","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TP","ug/L",101,NA,0.101,"mg/L"
"16756","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"TP","ug/L",107,NA,0.107,"mg/L"
"16757","197","Prairie","Prairie 1","2022-06-21","13:34:00","0",0,"SECCHI","m",0.41,NA,1.34514435695,"ft"
"16758","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"CHL_A_COR","ug/L",15.9,NA,0.0159,"mg/L"
"16759","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"CHL_A_COR","ug/L",17.3,NA,0.0173,"mg/L"
"16760","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"TN","ug/L",1150,NA,1.15,"mg/L"
"16761","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"TN","ug/L",1210,NA,1.21,"mg/L"
"16762","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"TN","ug/L",1220,NA,1.22,"mg/L"
"16763","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"TP","ug/L",47,NA,0.047,"mg/L"
"16764","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"TP","ug/L",45,NA,0.045,"mg/L"
"16765","197","Prairie","Prairie 1","2022-07-18","13:30:00","0",0,"SECCHI","m",0.74,NA,2.4278215223,"ft"
"16766","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"CHL_A_COR","ug/L",34.9,NA,0.0349,"mg/L"
"16767","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"CHL_A_COR","ug/L",40.6,NA,0.0406,"mg/L"
"16768","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"CHL_A_COR","ug/L",42,NA,0.042,"mg/L"
"16769","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"CHL_A_COR","ug/L",38.3,NA,0.0383,"mg/L"
"16770","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TN","ug/L",1390,NA,1.39,"mg/L"
"16771","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TN","ug/L",1490,NA,1.49,"mg/L"
"16772","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TN","ug/L",1440,NA,1.44,"mg/L"
"16773","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TN","ug/L",1460,NA,1.46,"mg/L"
"16774","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",47,NA,0.047,"mg/L"
"16775","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",46,NA,0.046,"mg/L"
"16776","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",49,NA,0.049,"mg/L"
"16777","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",51,NA,0.051,"mg/L"
"16778","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"16779","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"TP","ug/L",55,NA,0.055,"mg/L"
"16780","197","Prairie","Prairie 1","2022-08-08","13:30:00","0",0,"SECCHI","m",0.5,NA,1.6404199475,"ft"
"16781","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"CHL_A_COR","ug/L",2.3,NA,0.0023,"mg/L"
"16782","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"CHL_A_COR","ug/L",2.2,NA,0.0022,"mg/L"
"16783","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"TN","ug/L",550,NA,0.55,"mg/L"
"16784","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"TP","ug/L",16,NA,0.016,"mg/L"
"16785","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"TP","ug/L",14,NA,0.014,"mg/L"
"16786","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"TP","ug/L",19,NA,0.019,"mg/L"
"16787","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-05-23","16:27:00","0",0,"SECCHI","m",2.18,NA,7.1522309711,"ft"
"16788","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"CHL_A_COR","ug/L",5.4,NA,0.0054,"mg/L"
"16789","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"CHL_A_COR","ug/L",5.3,NA,0.0053,"mg/L"
"16790","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TN","ug/L",840,NA,0.84,"mg/L"
"16791","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TN","ug/L",910,NA,0.91,"mg/L"
"16792","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TN","ug/L",860,NA,0.86,"mg/L"
"16793","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TN","ug/L",850,NA,0.85,"mg/L"
"16794","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TP","ug/L",32,NA,0.032,"mg/L"
"16795","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"TP","ug/L",34,NA,0.034,"mg/L"
"16796","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-06-13","14:36:00","0",0,"SECCHI","m",1.91,NA,6.26640419945,"ft"
"16797","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"TN","ug/L",860,NA,0.86,"mg/L"
"16798","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"CHL_A_COR","ug/L",24.3,NA,0.0243,"mg/L"
"16799","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"CHL_A_COR","ug/L",21.4,NA,0.0214,"mg/L"
"16800","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"TN","ug/L",850,NA,0.85,"mg/L"
"16801","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"TP","ug/L",53,NA,0.053,"mg/L"
"16802","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"16803","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-07-11","13:48:00","0",0,"SECCHI","m",0.67,NA,2.19816272965,"ft"
"16804","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"CHL_A_COR","ug/L",22.7,NA,0.0227,"mg/L"
"16805","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"CHL_A_COR","ug/L",23.1,NA,0.0231,"mg/L"
"16806","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"CHL_A_COR","ug/L",18.3,NA,0.0183,"mg/L"
"16807","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"CHL_A_COR","ug/L",22.1,NA,0.0221,"mg/L"
"16808","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",1030,NA,1.03,"mg/L"
"16809","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",1070,NA,1.07,"mg/L"
"16810","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",960,NA,0.96,"mg/L"
"16811","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",1010,NA,1.01,"mg/L"
"16812","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",970,NA,0.97,"mg/L"
"16813","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",1020,NA,1.02,"mg/L"
"16814","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TN","ug/L",940,NA,0.94,"mg/L"
"16815","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TP","ug/L",45,NA,0.045,"mg/L"
"16816","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TP","ug/L",47,NA,0.047,"mg/L"
"16817","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"TP","ug/L",46,NA,0.046,"mg/L"
"16818","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2022-08-01","13:56:00","0",0,"SECCHI","m",0.56,NA,1.8372703412,"ft"
"16819","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"CHL_A_COR","ug/L",13.2,NA,0.0132,"mg/L"
"16820","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"CHL_A_COR","ug/L",12.4,NA,0.0124,"mg/L"
"16821","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"TN","ug/L",910,NA,0.91,"mg/L"
"16822","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"TP","ug/L",62,NA,0.062,"mg/L"
"16823","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"TP","ug/L",60,NA,0.06,"mg/L"
"16824","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-05-23","05:34:00","0",0,"SECCHI","m",0.77,NA,2.52624671915,"ft"
"16825","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"CHL_A_COR","ug/L",16.5,NA,0.0165,"mg/L"
"16826","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"CHL_A_COR","ug/L",15.5,NA,0.0155,"mg/L"
"16827","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TN","ug/L",1320,"RPD or range or CV of replicates exceeds established control",1.32,"mg/L"
"16828","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TN","ug/L",1350,"RPD or range or CV of replicates exceeds established control",1.35,"mg/L"
"16829","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TN","ug/L",1190,"RPD or range or CV of replicates exceeds established control",1.19,"mg/L"
"16830","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TN","ug/L",1250,"RPD or range or CV of replicates exceeds established control",1.25,"mg/L"
"16831","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TP","ug/L",70,NA,0.07,"mg/L"
"16832","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TP","ug/L",68,NA,0.068,"mg/L"
"16833","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"TP","ug/L",69,NA,0.069,"mg/L"
"16834","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-06-13","15:22:00","0",0,"SECCHI","m",0.85,NA,2.78871391075,"ft"
"16835","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1330,"RPD or range or CV of replicates exceeds established control",1.33,"mg/L"
"16836","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1390,"RPD or range or CV of replicates exceeds established control",1.39,"mg/L"
"16837","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"CHL_A_COR","ug/L",46.1,NA,0.0461,"mg/L"
"16838","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"CHL_A_COR","ug/L",46.9,NA,0.0469,"mg/L"
"16839","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"CHL_A_COR","ug/L",40.3,NA,0.0403,"mg/L"
"16840","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"CHL_A_COR","ug/L",43.7,NA,0.0437,"mg/L"
"16841","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1220,"RPD or range or CV of replicates exceeds established control",1.22,"mg/L"
"16842","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1340,"RPD or range or CV of replicates exceeds established control",1.34,"mg/L"
"16843","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1060,NA,1.06,"mg/L"
"16844","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1090,NA,1.09,"mg/L"
"16845","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TN","ug/L",1100,NA,1.1,"mg/L"
"16846","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TP","ug/L",133,NA,0.133,"mg/L"
"16847","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TP","ug/L",135,NA,0.135,"mg/L"
"16848","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TP","ug/L",106,NA,0.106,"mg/L"
"16849","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"TP","ug/L",107,NA,0.107,"mg/L"
"16850","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-07-11","15:21:00","0",0,"SECCHI","m",0.48,NA,1.5748031496,"ft"
"16851","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1470,NA,1.47,"mg/L"
"16852","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1450,NA,1.45,"mg/L"
"16853","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TP","ug/L",135,NA,0.135,"mg/L"
"16854","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TP","ug/L",133,NA,0.133,"mg/L"
"16855","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"CHL_A_COR","ug/L",70.5,NA,0.0705,"mg/L"
"16856","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"CHL_A_COR","ug/L",77.8,NA,0.0778,"mg/L"
"16857","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"CHL_A_COR","ug/L",54.2,NA,0.0542,"mg/L"
"16858","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"CHL_A_COR","ug/L",66,NA,0.066,"mg/L"
"16859","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1490,NA,1.49,"mg/L"
"16860","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1550,NA,1.55,"mg/L"
"16861","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1370,NA,1.37,"mg/L"
"16862","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1330,NA,1.33,"mg/L"
"16863","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TN","ug/L",1390,NA,1.39,"mg/L"
"16864","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TP","ug/L",130,NA,0.13,"mg/L"
"16865","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TP","ug/L",120,NA,0.12,"mg/L"
"16866","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"TP","ug/L",123,NA,0.123,"mg/L"
"16867","213","Cameron_3_Eagle","Cameron (Eagle) 1","2022-08-01","15:09:00","0",0,"SECCHI","m",0.47,NA,1.54199475065,"ft"
"16868","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"CHL_A_COR","ug/L",57.7,NA,0.0577,"mg/L"
"16869","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"CHL_A_COR","ug/L",62.3,NA,0.0623,"mg/L"
"16870","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"TN","ug/L",1650,NA,1.65,"mg/L"
"16871","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"TN","ug/L",1670,NA,1.67,"mg/L"
"16872","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"TN","ug/L",1660,NA,1.66,"mg/L"
"16873","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"TP","ug/L",112,NA,0.112,"mg/L"
"16874","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"TP","ug/L",116,NA,0.116,"mg/L"
"16875","219","Dairy","Dairy 1","2022-06-16","10:18:00","0",0,"SECCHI","m",0.58,NA,1.9028871391,"ft"
"16876","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"CHL_A_COR","ug/L",99.2,NA,0.0992,"mg/L"
"16877","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"CHL_A_COR","ug/L",100.5,NA,0.1005,"mg/L"
"16878","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"TN","ug/L",1980,NA,1.98,"mg/L"
"16879","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"TN","ug/L",1970,NA,1.97,"mg/L"
"16880","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"TP","ug/L",123,NA,0.123,"mg/L"
"16881","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"TP","ug/L",128,NA,0.128,"mg/L"
"16882","219","Dairy","Dairy 1","2022-06-30","14:58:00","0",0,"SECCHI","m",0.49,NA,1.60761154855,"ft"
"16883","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"CHL_A_COR","ug/L",51.6,NA,0.0516,"mg/L"
"16884","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"CHL_A_COR","ug/L",58.2,NA,0.0582,"mg/L"
"16885","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TN","ug/L",1870,NA,1.87,"mg/L"
"16886","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TN","ug/L",1800,NA,1.8,"mg/L"
"16887","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TN","ug/L",1790,NA,1.79,"mg/L"
"16888","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TP","ug/L",126,NA,0.126,"mg/L"
"16889","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TP","ug/L",129,NA,0.129,"mg/L"
"16890","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TP","ug/L",125,NA,0.125,"mg/L"
"16891","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"TP","ug/L",119,NA,0.119,"mg/L"
"16892","219","Dairy","Dairy 1","2022-07-19","13:37:00","0",0,"SECCHI","m",0.45,NA,1.47637795275,"ft"
"16893","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"CHL_A_COR","ug/L",35.7,NA,0.0357,"mg/L"
"16894","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"CHL_A_COR","ug/L",36.4,NA,0.0364,"mg/L"
"16895","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TN","ug/L",2160,NA,2.16,"mg/L"
"16896","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TN","ug/L",2150,NA,2.15,"mg/L"
"16897","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TN","ug/L",2220,NA,2.22,"mg/L"
"16898","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TP","ug/L",123,NA,0.123,"mg/L"
"16899","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TP","ug/L",120,NA,0.12,"mg/L"
"16900","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"TP","ug/L",122,NA,0.122,"mg/L"
"16901","219","Dairy","Dairy 1","2022-08-11","14:00:00","0",0,"SECCHI","m",0.38,NA,1.2467191601,"ft"
"16902","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"TN","ug/L",4050,NA,4.05,"mg/L"
"16903","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"TN","ug/L",4200,NA,4.2,"mg/L"
"16904","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"TN","ug/L",4100,NA,4.1,"mg/L"
"16905","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"CHL_A_COR","ug/L",12.5,NA,0.0125,"mg/L"
"16906","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"CHL_A_COR","ug/L",13.6,NA,0.0136,"mg/L"
"16907","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"TP","ug/L",140,NA,0.14,"mg/L"
"16908","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"TP","ug/L",132,NA,0.132,"mg/L"
"16909","276","Ashland","Ashland 1","2022-06-09","14:30:00","0",0,"SECCHI","m",0.91,NA,2.98556430445,"ft"
"16910","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TN","ug/L",1290,NA,1.29,"mg/L"
"16911","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TN","ug/L",1340,NA,1.34,"mg/L"
"16912","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"CHL_A_COR","ug/L",37.5,NA,0.0375,"mg/L"
"16913","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"CHL_A_COR","ug/L",33.1,NA,0.0331,"mg/L"
"16914","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"CHL_A_COR","ug/L",49.9,NA,0.0499,"mg/L"
"16915","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"CHL_A_COR","ug/L",42,NA,0.042,"mg/L"
"16916","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TN","ug/L",1300,NA,1.3,"mg/L"
"16917","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TN","ug/L",1280,NA,1.28,"mg/L"
"16918","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TN","ug/L",1310,NA,1.31,"mg/L"
"16919","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TP","ug/L",84,NA,0.084,"mg/L"
"16920","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TP","ug/L",89,NA,0.089,"mg/L"
"16921","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TP","ug/L",86,NA,0.086,"mg/L"
"16922","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TP","ug/L",87,NA,0.087,"mg/L"
"16923","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"TP","ug/L",92,NA,0.092,"mg/L"
"16924","276","Ashland","Ashland 1","2022-07-06","17:33:00","0",0,"SECCHI","m",0.44,NA,1.4435695538,"ft"
"16925","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"CHL_A_COR","ug/L",69.5,NA,0.0695,"mg/L"
"16926","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"CHL_A_COR","ug/L",77.1,NA,0.0771,"mg/L"
"16927","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"TN","ug/L",1780,NA,1.78,"mg/L"
"16928","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"TN","ug/L",1770,NA,1.77,"mg/L"
"16929","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"TP","ug/L",86,NA,0.086,"mg/L"
"16930","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"TP","ug/L",90,NA,0.09,"mg/L"
"16931","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"TP","ug/L",88,NA,0.088,"mg/L"
"16932","276","Ashland","Ashland 1","2022-08-11","10:29:00","0",0,"SECCHI","m",0.43,NA,1.41076115485,"ft"
"16933","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"CHL_A_COR","ug/L",113.8,NA,0.1138,"mg/L"
"16934","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"CHL_A_COR","ug/L",107.7,NA,0.1077,"mg/L"
"16935","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"TN","ug/L",1770,NA,1.77,"mg/L"
"16936","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"TN","ug/L",1810,NA,1.81,"mg/L"
"16937","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"TP","ug/L",110,NA,0.11,"mg/L"
"16938","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"TP","ug/L",118,NA,0.118,"mg/L"
"16939","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"TP","ug/L",111,NA,0.111,"mg/L"
"16940","276","Ashland","Ashland 1","2022-09-22","15:20:00","0",0,"SECCHI","m",0.58,NA,1.9028871391,"ft"
"16941","420","Daizy Valley","Daizy Valley 1","2022-07-06","10:57:00","0",0,"CHL_A_COR","ug/L",2.6,NA,0.0026,"mg/L"
"16942","420","Daizy Valley","Daizy Valley 1","2022-07-06","10:57:00","0",0,"CHL_A_COR","ug/L",2.7,NA,0.0027,"mg/L"
"16943","420","Daizy Valley","Daizy Valley 1","2022-07-06","10:57:00","0",0,"TN","ug/L",520,NA,0.52,"mg/L"
"16944","420","Daizy Valley","Daizy Valley 1","2022-07-06","10:57:00","0",0,"TN","ug/L",540,NA,0.54,"mg/L"
