MULakeNumber,waterBody,samplingSite,Date,Time,beginDepth,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeDesc
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,CHL_A_COR,ug/L,4.5,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,CHL_A_lab,ug/L,4.8,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TN,ug/L,380,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TN,ug/L,390,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TDN,ug/L,400,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TDN,ug/L,420,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,NH4,ug/L,27,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,NH4,ug/L,31,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,NO3,ug/L,121,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,NO3,ug/L,132,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,PHEO,ug/L,0.7,Below detection limit
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,PHEO,ug/L,1.6,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TP,ug/L,24,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TP,ug/L,25,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,PIM,mg/L,0.6,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,POM,mg/L,2.2,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0,TSS,mg/L,2.8,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0.5,MIC_tox,ug/L,0.152,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0.5,MIC_tox,ug/L,0.186,NA
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0.5,CYL_tox,ug/L,0.012,Below detection limit
093,Stockton,Stockton 6,2021-06-09,10:45:00,0,0.5,CYL_tox,ug/L,0.018,Below detection limit
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,SECCHI,m,0.6,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,CHL_A_COR,ug/L,20.9,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,CHL_A_COR,ug/L,21.2,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,CHL_A_lab,ug/L,23.8,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,CHL_A_lab,ug/L,24.7,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TN,ug/L,470,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TN,ug/L,490,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TDN,ug/L,440,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TDN,ug/L,480,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,NH4,ug/L,23,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,NH4,ug/L,24,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,NO3,ug/L,180,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,PHEO,ug/L,6.3,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,PHEO,ug/L,7.4,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TP,ug/L,71,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TP,ug/L,72,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,PIM,mg/L,10,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,PIM,mg/L,10.3,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,POM,mg/L,5.7,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TSS,mg/L,15.7,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0,TSS,mg/L,16,NA
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0.5,MIC_tox,ug/L,0.091,Below detection limit
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0.5,MIC_tox,ug/L,0.099,Below detection limit
093,Stockton,Stockton 8,2021-06-12,18:20:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,SECCHI,m,3.02,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,DOC,mg/L,3.0999999049999998,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,DOC,mg/L,3.200000048,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,ALK,mg CaCO3/L,124,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,Cl,mg Cl/L,6.7899999619999996,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,Cl,mg Cl/L,6.860000134,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,TN,ug/L,470,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,TN,ug/L,480,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,TN,ug/L,510,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TN,ug/L,440,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TN,ug/L,490,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TN,ug/L,500,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TDN,ug/L,460,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TDN,ug/L,490,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,NH4,ug/L,11,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,NH4,ug/L,12,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,NO3,ug/L,263,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,NO3,ug/L,266,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,TP,ug/L,3,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,TP,ug/L,4,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TP,ug/L,5,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TP,ug/L,7,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,PIM,mg/L,0.8,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,PIM,mg/L,1.2,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,POM,mg/L,3.6,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,POM,mg/L,4,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,TSS,mg/L,4.8,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,MIC_tox,ug/L,0.05,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,MIC_tox,ug/L,0.06,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,CYL_tox,ug/L,0.01,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,CYL_tox,ug/L,0.02,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,ANA_tox,ug/L,0.78,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,ANA_tox,ug/L,0.84,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0.5,SAX_tox,ug/L,0,Below detection limit
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,CHL_A_COR,ug/L,0.8,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,CHL_A_COR,ug/L,1,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,CHL_A_lab,ug/L,1.3,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,CHL_A_lab,ug/L,1.4,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,PHEO,ug/L,1,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,0,PHEO,ug/L,1.2,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,CHL_A_COR,ug/L,2.9,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,CHL_A_COR,ug/L,3.1,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,CHL_A_lab,ug/L,4.1,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,CHL_A_lab,ug/L,4.2,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,PHEO,ug/L,2.4,NA
093,Stockton,Stockton 1,2021-06-15,15:21:00,0,3.5,PHEO,ug/L,3,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,SECCHI,m,0.4,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,CHL_A_COR,ug/L,21.9,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,CHL_A_COR,ug/L,23.2,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,CHL_A_lab,ug/L,24.5,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,CHL_A_lab,ug/L,25.8,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TN,ug/L,920,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TN,ug/L,950,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TDN,ug/L,680,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TDN,ug/L,690,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,NH4,ug/L,158,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,NH4,ug/L,162,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,NO3,ug/L,196,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,NO3,ug/L,201,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,PHEO,ug/L,5.6,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,PHEO,ug/L,5.7,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TP,ug/L,95,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TP,ug/L,100,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,PIM,mg/L,14.5,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,PIM,mg/L,15,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,POM,mg/L,6,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TSS,mg/L,20.5,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0,TSS,mg/L,21,NA
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0.5,MIC_tox,ug/L,0.053,Below detection limit
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0.5,MIC_tox,ug/L,0.057,Below detection limit
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
093,Stockton,Stockton 8,2021-06-27,09:40:00,0,0.5,CYL_tox,ug/L,0.005,Below detection limit
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,SECCHI,m,1.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,CHL_A_COR,ug/L,7.5,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,CHL_A_COR,ug/L,7.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,CHL_A_lab,ug/L,8.2,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,CHL_A_lab,ug/L,8.3,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TN,ug/L,290,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TDN,ug/L,260,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TDN,ug/L,300,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,NH4,ug/L,14,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,NH4,ug/L,20,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,NO3,ug/L,43,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,PHEO,ug/L,1.1,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,PHEO,ug/L,1.6,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TP,ug/L,23,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TP,ug/L,24,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,PIM,mg/L,0.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,PIM,mg/L,1,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,POM,mg/L,2.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,POM,mg/L,3.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TSS,mg/L,3.8,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0,TSS,mg/L,4.6,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0.5,MIC_tox,ug/L,0.091,Below detection limit
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0.5,MIC_tox,ug/L,0.121,NA
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0.5,CYL_tox,ug/L,0.003,Below detection limit
093,Stockton,Stockton 6,2021-06-29,14:00:00,0,0.5,CYL_tox,ug/L,0.009,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,SECCHI,m,3.02,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,DOC,mg/L,2.799999952,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,ALK,mg CaCO3/L,109,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,Cl,mg Cl/L,6.190000057,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,Cl,mg Cl/L,6.2899999619999996,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TN,ug/L,350,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TN,ug/L,360,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TN,ug/L,370,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TN,ug/L,370,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TN,ug/L,380,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TN,ug/L,390,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TDN,ug/L,320,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TDN,ug/L,370,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TDN,ug/L,400,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,NH4,ug/L,6,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,NH4,ug/L,7,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,NO3,ug/L,78,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,NO3,ug/L,81,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TP,ug/L,7,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TP,ug/L,9,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,TP,ug/L,10,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TP,ug/L,13,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TP,ug/L,18,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,PIM,mg/L,1,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,PIM,mg/L,1.2,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,POM,mg/L,2.8,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,POM,mg/L,3.4,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TSS,mg/L,4,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,TSS,mg/L,4.4,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,MIC_tox,ug/L,0.06,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,MIC_tox,ug/L,0.1,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,CYL_tox,ug/L,0.01,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,ANA_tox,ug/L,0.19,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,ANA_tox,ug/L,0.22,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,SAX_tox,ug/L,0.003,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0.5,SAX_tox,ug/L,0.004,Below detection limit
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,CHL_A_COR,ug/L,1.8,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,CHL_A_COR,ug/L,1.9,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,CHL_A_lab,ug/L,2.5,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,CHL_A_lab,ug/L,2.6,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,0,PHEO,ug/L,1.7,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,CHL_A_COR,ug/L,2.7,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,CHL_A_COR,ug/L,3,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,CHL_A_lab,ug/L,3.7,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,CHL_A_lab,ug/L,4,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,PHEO,ug/L,2.2,NA
093,Stockton,Stockton 1,2021-07-07,15:21:00,0,4.5,PHEO,ug/L,2.3,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,SECCHI,m,2.3,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,CHL_A_COR,ug/L,4.3,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,CHL_A_COR,ug/L,9.9,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,CHL_A_lab,ug/L,10.9,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,CHL_A_lab,ug/L,11.1,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,TN,ug/L,390,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,TN,ug/L,410,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,PHEO,ug/L,2.1,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,PHEO,ug/L,14.6,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,TP,ug/L,9,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,PIM,mg/L,1.2,NA
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,POM,mg/L,2.4,RPD or range or CV of replicates exceeds established control
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,POM,mg/L,5.2,RPD or range or CV of replicates exceeds established control
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,TSS,mg/L,3.6,RPD or range or CV of replicates exceeds established control
093,Stockton,Stockton 1,2021-07-13,10:00:00,0,0,TSS,mg/L,6.4,RPD or range or CV of replicates exceeds established control
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,SECCHI,m,1.7,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,SECCHI,m,0.5,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,CHL_A_COR,ug/L,2.1,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,CHL_A_COR,ug/L,2.8,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,CHL_A_COR,ug/L,38.4,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,CHL_A_COR,ug/L,40.9,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,CHL_A_lab,ug/L,9,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,CHL_A_lab,ug/L,9.5,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,CHL_A_lab,ug/L,74.1,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,CHL_A_lab,ug/L,76.4,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,TN,ug/L,320,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TN,ug/L,910,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TN,ug/L,950,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,TDN,ug/L,200,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TDN,ug/L,360,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TDN,ug/L,450,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,NH4,ug/L,15,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,NH4,ug/L,18,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,NH4,ug/L,10,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,NH4,ug/L,15,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,NO3,ug/L,0,Below detection limit
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,NO3,ug/L,104,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,NO3,ug/L,105,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,PHEO,ug/L,14.5,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,PHEO,ug/L,15,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,PHEO,ug/L,77,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,PHEO,ug/L,77.5,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,TP,ug/L,18,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TP,ug/L,107,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TP,ug/L,108,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,PIM,mg/L,0.6,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,PIM,mg/L,1.4,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,PIM,mg/L,12,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,PIM,mg/L,13.5,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,POM,mg/L,2,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,POM,mg/L,3.2,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,POM,mg/L,9.5,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,TSS,mg/L,3.4,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0,TSS,mg/L,3.8,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TSS,mg/L,21.5,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0,TSS,mg/L,23,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0.5,MIC_tox,ug/L,0.012,Below detection limit
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0.5,MIC_tox,ug/L,0.033,Below detection limit
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0.5,MIC_tox,ug/L,0.1,NA
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0.5,MIC_tox,ug/L,0.156,NA
093,Stockton,Stockton 6,2021-07-20,11:30:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
093,Stockton,Stockton 8,2021-07-20,15:25:00,0,0.5,CYL_tox,ug/L,0.027,Below detection limit
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,SECCHI,m,3.4,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,CHL_A_COR,ug/L,1.6,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,CHL_A_COR,ug/L,1.7,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,CHL_A_lab,ug/L,3.5,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,TN,ug/L,260,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,TN,ug/L,270,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,PHEO,ug/L,4,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,TP,ug/L,7,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,PIM,mg/L,0.8,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,PIM,mg/L,1,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,POM,mg/L,11,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,POM,mg/L,11.2,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,TSS,mg/L,11.8,NA
093,Stockton,Stockton 1,2021-07-29,08:30:00,0,0,TSS,mg/L,12.2,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,SECCHI,m,2.35,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,DOC,mg/L,2.5,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,DOC,mg/L,2.5999999049999998,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,ALK,mg CaCO3/L,87,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,Cl,mg Cl/L,6.510000229,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,Cl,mg Cl/L,6.610000134,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,TN,ug/L,340,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,TN,ug/L,400,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,TN,ug/L,410,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TN,ug/L,380,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TN,ug/L,390,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TN,ug/L,400,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TDN,ug/L,210,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TDN,ug/L,220,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,TDN,ug/L,250,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,NH4,ug/L,0,Below detection limit
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,NH4,ug/L,1,Below detection limit
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,6.5,NO3,ug/L,0,Below detection limit
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,TP,ug/L,12,NA
093,Stockton,Stockton 1,2021-08-04,14:38:00,0,0,TP,ug/L,13,NA
