MULakeNumber,waterBody,samplingSite,Date,Time,beginDepth,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeDesc
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PHEO,ug/L,9.6,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PHYCO,ug/L,8.9,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PHYCO,ug/L,12.4,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PHYCO,ug/L,10.9,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PIM,mg/L,11.6,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PIM,mg/L,10.4,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,PIM,mg/L,10.6,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,POM,mg/L,4,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,POM,mg/L,3.2,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,POM,mg/L,3.8,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TN,ug/L,840,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TN,ug/L,860,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TN,ug/L,820,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TP,ug/L,28,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TP,ug/L,26,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TP,ug/L,27,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TSS,mg/L,15.6,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TSS,mg/L,13.6,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,TSS,mg/L,14.4,NA
438-01,Bethel,Bethel R1 Lab,2021-09-24,NA,0,0,UREA,ug/L,21,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CHL_A_COR,ug/L,13.6,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CHL_A_COR,ug/L,18.5,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CHL_A_lab,ug/L,21.9,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CHL_A_lab,ug/L,28.7,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CYL_tox,ug/L,0.355,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,CYL_tox,ug/L,0.292,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,MIC_tox,ug/L,0.073,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,MIC_tox,ug/L,0.189,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,NH4,ug/L,28,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,NH4,ug/L,30,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,NO3,ug/L,1,Below detection limit
438-01,Bethel,Student Site,2021-09-30,NA,0,0,NO3,ug/L,2,Below detection limit
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHEO,ug/L,17.9,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHEO,ug/L,21.9,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHEO,ug/L,12.4,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHYCO,ug/L,5.7,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHYCO,ug/L,7.5,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PHYCO,ug/L,9.5,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PIM,mg/L,4.6,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PIM,mg/L,2.8,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,PIM,mg/L,2.2,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,POM,mg/L,5.4,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,POM,mg/L,4,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,POM,mg/L,5,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TN,ug/L,1000,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TN,ug/L,960,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TN,ug/L,990,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TP,ug/L,23,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TP,ug/L,25,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TP,ug/L,22,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TSS,mg/L,10,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TSS,mg/L,6.8,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,TSS,mg/L,7.2,NA
438-01,Bethel,Student Site,2021-09-30,NA,0,0,UREA,ug/L,2,Below detection limit
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_COR,ug/L,14.3,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_COR,ug/L,11,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_COR,ug/L,14.4,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_lab,ug/L,20.4,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_lab,ug/L,22,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CHL_A_lab,ug/L,21.7,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CYL_tox,ug/L,0.208,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,CYL_tox,ug/L,0.205,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,MIC_tox,ug/L,0.105,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,MIC_tox,ug/L,0.114,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,NH4,ug/L,40,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,NH4,ug/L,41,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,NO3,ug/L,7,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,NO3,ug/L,8,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHEO,ug/L,13.1,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHEO,ug/L,23.7,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHEO,ug/L,15.8,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHYCO,ug/L,33.6,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHYCO,ug/L,39.5,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PHYCO,ug/L,27.1,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PIM,mg/L,1.6,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,PIM,mg/L,1.2,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,POM,mg/L,3,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,POM,mg/L,4.2,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TN,ug/L,1010,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TN,ug/L,1040,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TN,ug/L,1050,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TP,ug/L,32,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TP,ug/L,34,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TSS,mg/L,4.6,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,TSS,mg/L,6.4,NA
438-01,Bethel,Student Site,2021-10-07,NA,0,0,UREA,ug/L,24.5,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_COR,ug/L,6.5,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_COR,ug/L,2.6,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_COR,ug/L,10.5,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_lab,ug/L,16.3,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_lab,ug/L,12.5,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CHL_A_lab,ug/L,16.6,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CYL_tox,ug/L,0.048,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,CYL_tox,ug/L,0.051,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,MIC_tox,ug/L,0.09,Below detection limit
438-01,Bethel,Student Site,2021-10-15,NA,0,0,MIC_tox,ug/L,0.164,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,NH4,ug/L,98,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,NH4,ug/L,96,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,NO3,ug/L,7,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHEO,ug/L,21.2,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHEO,ug/L,21.4,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHEO,ug/L,13.1,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHYCO,ug/L,24.3,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHYCO,ug/L,19.9,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PHYCO,ug/L,23.5,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PIM,mg/L,2,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,PIM,mg/L,2.4,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,POM,mg/L,2.4,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TN,ug/L,1050,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TN,ug/L,1150,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TN,ug/L,980,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TN,ug/L,1000,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TP,ug/L,32,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TP,ug/L,31,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TSS,mg/L,4.4,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,TSS,mg/L,4.8,NA
438-01,Bethel,Student Site,2021-10-15,NA,0,0,UREA,ug/L,49.5,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CHL_A_COR,ug/L,7.4,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CHL_A_COR,ug/L,6.9,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CHL_A_COR,ug/L,7.2,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CHL_A_lab,ug/L,11.9,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CHL_A_lab,ug/L,12,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CYL_tox,ug/L,0.273,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,CYL_tox,ug/L,0.228,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,MIC_tox,ug/L,0.121,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,MIC_tox,ug/L,0.239,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,NH4,ug/L,172,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,NH4,ug/L,183,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,NO3,ug/L,17,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,NO3,ug/L,18,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHEO,ug/L,9.5,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHEO,ug/L,11.1,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHEO,ug/L,10.3,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHYCO,ug/L,6.5,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHYCO,ug/L,9.6,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PHYCO,ug/L,7.2,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,PIM,mg/L,1.4,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,POM,mg/L,2,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,POM,mg/L,2.2,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TN,ug/L,1410,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TN,ug/L,1330,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TN,ug/L,1290,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TP,ug/L,25,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TP,ug/L,26,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TSS,mg/L,3.4,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,TSS,mg/L,3.6,NA
438-01,Bethel,Student Site,2021-10-21,NA,0,0,UREA,ug/L,49,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CHL_A_COR,ug/L,3.7,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CHL_A_COR,ug/L,3.8,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CHL_A_lab,ug/L,7.7,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CHL_A_lab,ug/L,7.8,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CHL_A_lab,ug/L,8.2,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CYL_tox,ug/L,0.221,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,CYL_tox,ug/L,0.225,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,MIC_tox,ug/L,0.12,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,MIC_tox,ug/L,0.162,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,NH4,ug/L,217,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,NH4,ug/L,230,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,NO3,ug/L,53,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,NO3,ug/L,45,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PHEO,ug/L,8.7,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PHEO,ug/L,8.4,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PHEO,ug/L,13.5,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PHYCO,ug/L,1.3,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PHYCO,ug/L,0.6,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PIM,mg/L,1.2,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PIM,mg/L,0.8,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,PIM,mg/L,1,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,POM,mg/L,5.8,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,POM,mg/L,5,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,POM,mg/L,5.4,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TN,ug/L,1260,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TN,ug/L,1240,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TN,ug/L,1060,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TN,ug/L,1070,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TN,ug/L,1190,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TP,ug/L,22,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TP,ug/L,21,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TSS,mg/L,5.8,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TSS,mg/L,5,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,TSS,mg/L,5.4,NA
438-01,Bethel,Student Site,2021-10-27,NA,0,0,UREA,ug/L,77.5,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CHL_A_COR,ug/L,2.5,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CHL_A_COR,ug/L,1.8,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CHL_A_COR,ug/L,2.4,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CHL_A_lab,ug/L,5.2,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CHL_A_lab,ug/L,5.3,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CYL_tox,ug/L,0.086,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,CYL_tox,ug/L,0.055,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,MIC_tox,ug/L,0.106,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,MIC_tox,ug/L,0.045,Below detection limit
438-01,Bethel,Student Site,2021-11-04,NA,0,0,NH4,ug/L,237,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,NH4,ug/L,233,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,NO3,ug/L,103,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,NO3,ug/L,106,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PHEO,ug/L,5.8,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PHEO,ug/L,7.5,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PHEO,ug/L,6,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PHYCO,ug/L,0.3,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PHYCO,ug/L,0.4,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PIM,mg/L,1.6,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PIM,mg/L,1.8,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,PIM,mg/L,2,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,POM,mg/L,2.2,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,POM,mg/L,1.6,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,POM,mg/L,1.4,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TN,ug/L,1150,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TN,ug/L,1180,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TN,ug/L,1000,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TN,ug/L,1020,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TN,ug/L,980,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TP,ug/L,17,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TP,ug/L,18,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TSS,mg/L,3.8,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,TSS,mg/L,3.4,NA
438-01,Bethel,Student Site,2021-11-04,NA,0,0,UREA,ug/L,82,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CHL_A_COR,ug/L,2.2,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CHL_A_COR,ug/L,2.1,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CHL_A_lab,ug/L,7.3,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CHL_A_lab,ug/L,8.5,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CYL_tox,ug/L,0.086,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,CYL_tox,ug/L,0.052,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,MIC_tox,ug/L,0.011,Below detection limit
438-01,Bethel,Student Site,2021-11-10,NA,0,0,MIC_tox,ug/L,0.044,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,NH4,ug/L,239,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,NH4,ug/L,241,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,NO3,ug/L,134,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PHEO,ug/L,11.1,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PHEO,ug/L,11.2,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PHEO,ug/L,10.7,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PHYCO,ug/L,0.3,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PHYCO,ug/L,0.5,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PIM,mg/L,19.2,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,PIM,mg/L,24,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,POM,mg/L,4.8,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,POM,mg/L,5.4,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,POM,mg/L,5.6,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TN,ug/L,1230,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TN,ug/L,1250,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TN,ug/L,1080,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TN,ug/L,1090,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TN,ug/L,1040,RPD or range or CV of replicates exceeds established control
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TP,ug/L,33,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TP,ug/L,34,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TSS,mg/L,24,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TSS,mg/L,29.4,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,TSS,mg/L,18.4,NA
438-01,Bethel,Student Site,2021-11-10,NA,0,0,UREA,ug/L,37,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_COR,ug/L,3.2,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_COR,ug/L,2.9,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_COR,ug/L,2.2,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_lab,ug/L,6.5,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_lab,ug/L,7,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CHL_A_lab,ug/L,5.6,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,CYL_tox,ug/L,0.02,Below detection limit
438-01,Bethel,Student Site,2021-11-17,NA,0,0,MIC_tox,ug/L,0,Below detection limit
438-01,Bethel,Student Site,2021-11-17,NA,0,0,MIC_tox,ug/L,0.067,Below detection limit
438-01,Bethel,Student Site,2021-11-17,NA,0,0,NH4,ug/L,195,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,NH4,ug/L,193,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,NO3,ug/L,167,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PHEO,ug/L,7.2,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PHEO,ug/L,8.7,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PHYCO,ug/L,0.3,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PHYCO,ug/L,0.6,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PHYCO,ug/L,0.7,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PIM,mg/L,14.8,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PIM,mg/L,12.6,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,PIM,mg/L,16,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,POM,mg/L,4.2,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,POM,mg/L,3.6,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,POM,mg/L,4,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TN,ug/L,950,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TN,ug/L,1000,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TP,ug/L,17,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TP,ug/L,18,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TSS,mg/L,19,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TSS,mg/L,16.2,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,TSS,mg/L,20,NA
438-01,Bethel,Student Site,2021-11-17,NA,0,0,UREA,ug/L,69.5,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_COR,ug/L,5.2,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_COR,ug/L,6.7,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_COR,ug/L,5.7,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_lab,ug/L,8.5,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_lab,ug/L,11.2,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CHL_A_lab,ug/L,9.5,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CYL_tox,ug/L,0.173,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,CYL_tox,ug/L,0.164,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,MIC_tox,ug/L,0.052,Below detection limit
438-01,Bethel,Student Site,2021-11-18,NA,0,0,MIC_tox,ug/L,0.147,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,NH4,ug/L,197,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,NH4,ug/L,198,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,NO3,ug/L,176,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,NO3,ug/L,174,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PHEO,ug/L,7.2,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PHEO,ug/L,9.8,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PHEO,ug/L,8.2,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PHYCO,ug/L,0.3,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PHYCO,ug/L,0.4,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PIM,mg/L,13.4,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PIM,mg/L,11.4,NA
438-01,Bethel,Student Site,2021-11-18,NA,0,0,PIM,mg/L,18.4,NA
